model,prompt_type,split,image_path,instance_id,category,challenge,iou,boundary_f1,predicted_iou,elapsed_s,fps,device
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000013.png,132,screw,small_parts,0.3652694610778443,0.542608695652174,0.8373047709465027,0.04436271815659264,22.541450153486423,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000013.png,133,screw,small_parts,0.9132653061224489,1.0,0.8302074670791626,0.04480669915658207,22.318091241342884,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000013.png,134,connector,small_parts,0.9689737470167065,1.0,0.9077091813087463,0.045053772152571656,22.19569976546171,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000013.png,135,screw,small_parts,0.95703125,1.0,0.8907404541969299,0.04519365915341321,22.12699787387045,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000013.png,136,screw,small_parts,0.5100671140939598,0.8983050847457628,0.6004865765571594,0.044388968152746275,22.528119972487616,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000013.png,137,box,small_parts,0.9772687836196425,0.9942748091603053,0.9410310983657837,0.04424116215243255,22.60338452580672,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000013.png,138,connector,small_parts,0.9785247432306255,1.0,0.9570643901824951,0.04511288615042129,22.16661546915152,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000013.png,139,connector,small_parts,0.9541666666666667,1.0,0.9595469832420349,0.04433484515622975,22.555621802131956,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000013.png,140,connector,small_parts,0.9692982456140351,1.0,0.9018871188163757,0.04420114215183556,22.62384977666177,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000013.png,141,screw,small_parts,0.9498327759197325,1.0,0.751848042011261,0.04434508415299486,22.55041385308691,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000013.png,142,box,small_parts,0.968945720250522,1.0,0.9605318307876587,0.04405179315374251,22.70055151920741,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000013.png,143,screw,small_parts,0.9578947368421052,1.0,0.7126277685165405,0.044077990159096844,22.68705983168834,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000013.png,144,connector,small_parts,0.9488151658767773,1.0,0.9557552933692932,0.04482980915501965,22.30658614989952,cuda
